chengyu,pinyin,english_definition,category,sub_category
生离死别,shēng lí sǐ bié,separated in life and death/to part for ever,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
来踪去迹,lái zōng qù jì,the traces of a person's movements/(fig.) sb's history/the ins and out of a matter,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
东躲西藏,dōng duǒ xī cáng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
南征北战,nán zhēng běi zhàn,war on all sides (idiom); fighting from all four quarters,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
鬼使神差,guǐ shǐ shén chāi,demons and gods at work (idiom); unexplained event crying out for a supernatural explanation/curious coincidence,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
天崩地塌,tiān bēng dì tā,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
爱财如命——挥金如土,ài cái rú mìng —— huī jīn rú tǔ,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
异口同声——众说纷纭,yì kǒu tóng shēng —— zhòng shuō fēn yún,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
寂然无声——鸦雀无声,jì rán wú shēng —— yā què wú shēng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
爱不释手——弃若敝屐,ài bù shì shǒu —— qì ruò bì jī,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
半途而废——坚持不懈,bàn tú ér fèi —— jiān chí bù xiè,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
高瞻远瞩——鼠目寸光,gāo zhān yuǎn zhǔ —— shǔ mù cùn guāng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
一丝不苟——粗枝大叶,yī sī bù gǒu —— cū zhī dà yè,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
博古通今——坐井观天,bó gǔ tōng jīn —— zuò jǐng guān tiān,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
百发百中——百步穿杨,bǎi fā bǎi zhòng —— bǎi bù chuān yáng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
急功近利——急于求成,jí gōng jìn lì —— jí yú qiú chéng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
不名一钱——一贫如洗,bù míng yī qián —— yī pín rú xǐ,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
不求甚解——囫囵吞枣,bù qiú shèn jiě —— hú lún tūn zǎo,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
白日做梦——痴心妄想,bái rì zuò mèng —— chī xīn wàng xiǎng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
东倒西歪——东扶西倒,dōng dǎo xī wāi —— dōng fú xī dǎo,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
熙熙攘攘——熙来攘往,xī xī rǎng rǎng —— xī lái rǎng wǎng,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
博古通今——博古知今,bó gǔ tōng jīn —— bó gǔ zhī jīn,,"含有近义, 反义词的成语  Idioms containing synonyms and antonyms",
古色古香,gǔ sè gǔ xiāng,"interesting and appealing (of old locations, objects etc)",隔字相同的成语  Idioms with the same separated characters,
天兵天将,tiān bīng tiān jiàng,celestial troops and generals (idiom)/fig. superior forces,隔字相同的成语  Idioms with the same separated characters,
不死不活,bù sǐ bù huó,,隔字相同的成语  Idioms with the same separated characters,
稳扎稳打,wěn zhā wěn dǎ,to go steady and strike hard (in fighting)/fig. steadily and surely,隔字相同的成语  Idioms with the same separated characters,
任劳任怨,rèn láo rèn yuàn,to work hard without complaint (idiom),隔字相同的成语  Idioms with the same separated characters,
有始有终,yǒu shǐ yǒu zhōng,"where there's a start, there's a finish (idiom); to finish once one starts sth/to carry things through/I started, so I'll finish.",隔字相同的成语  Idioms with the same separated characters,
无穷无尽,wú qióng wú jìn,endless/boundless/infinite,隔字相同的成语  Idioms with the same separated characters,
大模大样,dà mó dà yàng,boldly; ostentatiously/poised; self-assured/Taiwan pr. [da4 mo2 da4 yang4],隔字相同的成语  Idioms with the same separated characters,
自高自大,zì gāo zì dà,to think of oneself as terrific (idiom); arrogant,隔字相同的成语  Idioms with the same separated characters,
破罐破摔,pò guàn pò shuāi,lit. to smash a pot just because it has a crack (idiom)/fig. to give up altogether after a setback; to throw one's hands up in frustration and let it all go to hell,隔字相同的成语  Idioms with the same separated characters,
大喊大叫,dà hǎn dà jiào,shouting and screaming (idiom); to scream loudly/to rant/to kick up a racket/to conduct vigorous propaganda,隔字相同的成语  Idioms with the same separated characters,
自作自受,zì zuò zì shòu,to reap what one has sown (idiom)/to stew in one's own juice,隔字相同的成语  Idioms with the same separated characters,
偏听偏信,piān tīng piān xìn,selective listening/to hear what one wants to hear,隔字相同的成语  Idioms with the same separated characters,
本乡本土,běn xiāng běn tǔ,,隔字相同的成语  Idioms with the same separated characters,
有声有色,yǒu shēng yǒu sè,having sound and color (idiom); vivid/dazzling,隔字相同的成语  Idioms with the same separated characters,
群策群力,qún cè qún lì,,隔字相同的成语  Idioms with the same separated characters,
虎头虎脑,hǔ tóu hǔ nǎo,,隔字相同的成语  Idioms with the same separated characters,
无依无靠,wú yī wú kào,no one to rely on (idiom); on one's own/orphaned/left to one's own devices,隔字相同的成语  Idioms with the same separated characters,
毛手毛脚,máo shǒu máo jiǎo,carelessly and haphazardly/to paw/to grope/to get fresh,隔字相同的成语  Idioms with the same separated characters,
人山人海,rén shān rén hǎi,(idiom) multitude; vast crowd,隔字相同的成语  Idioms with the same separated characters,
载歌载舞,zài gē zài wǔ,singing and dancing (idiom); festive celebrations,隔字相同的成语  Idioms with the same separated characters,
瓮声瓮气,wèng shēng wèng qì,to speak in a low muffled voice (idiom),隔字相同的成语  Idioms with the same separated characters,
如泣如诉,rú qì rú sù,lit. as if weeping and complaining (idiom)/fig. mournful (music or singing),隔字相同的成语  Idioms with the same separated characters,
问长问短,wèn cháng wèn duǎn,,隔字相同的成语  Idioms with the same separated characters,
若隐若现,ruò yǐn ruò xiàn,faintly discernible (idiom),隔字相同的成语  Idioms with the same separated characters,
不慌不忙,bù huāng bù máng,calm and unhurried (idiom); composed/to take matters calmly,隔字相同的成语  Idioms with the same separated characters,
难解难分,nán jiě nán fēn,"hard to untie, hard to separate (idiom); inextricably involved/locked in battle",隔字相同的成语  Idioms with the same separated characters,
久而久之,jiǔ ér jiǔ zhī,over time/as time passes/in the fullness of time,隔字相同的成语  Idioms with the same separated characters,
如醉如痴,rú zuì rú chī,lit. as if drunk and stupefied (idiom)/intoxicated by sth/obsessed with/mad about sth/also written 如癡如醉|如痴如醉[ru2 chi1 ru2 zui4],隔字相同的成语  Idioms with the same separated characters,
活灵活现,huó líng huó xiàn,"living spirit, living image (idiom); true to life/vivid and realistic",隔字相同的成语  Idioms with the same separated characters,
无影无踪,wú yǐng wú zōng,to disappear without trace (idiom),隔字相同的成语  Idioms with the same separated characters,
无拘无束,wú jū wú shù,free and unconstrained (idiom); unfettered/unbuttoned/without care or worries,隔字相同的成语  Idioms with the same separated characters,
同心同德,tóng xīn tóng dé,of one mind (idiom),隔字相同的成语  Idioms with the same separated characters,
无声无息,wú shēng wú xī,wordless and uncommunicative (idiom); without speaking/taciturn/not providing any news,隔字相同的成语  Idioms with the same separated characters,
无边无际,wú biān wú jì,boundless; limitless,隔字相同的成语  Idioms with the same separated characters,
兵不血刃,bīng bù xuè rèn,lit. no blood on the men's swords (idiom); fig. an effortless victory,带兵器的成语  Idioms about carrying weapons,
折戟沉沙,zhé jǐ chén shā,lit. broken halberds embedded in the sand (idiom)/fig. reminder of a fierce battle; remnants of a disastrous defeat,带兵器的成语  Idioms about carrying weapons,
单枪匹马,dān qiāng pǐ mǎ,lit. single spear and horse (idiom); fig. single-handed/unaccompanied,带兵器的成语  Idioms about carrying weapons,
当头棒喝,dāng tóu bàng hè,,带兵器的成语  Idioms about carrying weapons,
心如刀绞,xīn rú dāo jiǎo,to feel a pain like a knife being twisted in one's heart (idiom),带兵器的成语  Idioms about carrying weapons,
归心似箭,guī xīn sì jiàn,with one's heart set on speeding home (idiom),带兵器的成语  Idioms about carrying weapons,
当头一棒,dāng tóu yī bàng,,带兵器的成语  Idioms about carrying weapons,
剑拔弩张,jiàn bá nǔ zhāng,lit. with swords drawn and bows bent (idiom); fig. a state of mutual hostility/at daggers drawn,带兵器的成语  Idioms about carrying weapons,
明枪暗箭,míng qiāng àn jiàn,,带兵器的成语  Idioms about carrying weapons,
戟指怒目,jǐ zhǐ nù mù,,带兵器的成语  Idioms about carrying weapons,
强弩之末,qiáng nǔ zhī mò,lit. an arrow at the end of its flight (idiom)/fig. spent force,带兵器的成语  Idioms about carrying weapons,
一箭双雕,yī jiàn shuāng diāo,"lit. one arrow, two golden eagles (idiom)/to kill two birds with one stone",带兵器的成语  Idioms about carrying weapons,
琴心剑胆,qín xīn jiàn dǎn,,带兵器的成语  Idioms about carrying weapons,
鸟尽弓藏,niǎo jìn gōng cáng,"lit. the birds are over, the bow is put away (idiom); fig. to get rid of sb once he has served his purpose",带兵器的成语  Idioms about carrying weapons,
临阵磨枪,lín zhèn mó qiāng,lit. to sharpen one's spear only before going into battle (idiom)/fig. to make preparations only at the last moment,带兵器的成语  Idioms about carrying weapons,
唇枪舌战,chún qiāng shé zhàn,see 唇槍舌劍|唇枪舌剑[chun2 qiang1 she2 jian4],带兵器的成语  Idioms about carrying weapons,
亡戟得矛,wáng jǐ dé máo,,带兵器的成语  Idioms about carrying weapons,
